i,time,heure,sens,phase,score,grade,entry,sl,tp,risque,atr,f_fib,f_kijun,f_rsi,f_fvg,f_ob,f_rr,rempli,bar_fill,resultat_R
53077,2026-06-16 10:00:00,10,-1,MARKDOWN,3,C,114.407948,114.49321744620987,114.19477438447535,0.08526944620986399,0.028434892419749586,1,0,0,0,0,1,True,53078,-1.0
53090,2026-06-16 11:05:00,11,-1,MARKDOWN,6,A+,114.418454,114.51219360380522,114.18410499048696,0.09373960380521851,0.03238720761045167,0,1,1,1,1,1,True,53092,-1.0
53113,2026-06-16 13:00:00,13,1,MARKUP,6,A+,114.381624,114.28138247392586,114.63222781518536,0.10024152607414294,0.023235052148299015,0,1,1,1,1,1,False,-1,
53125,2026-06-16 14:00:00,14,1,MARKUP,5,A,114.396522,114.28197623381057,114.6828864154736,0.1145457661894369,0.022047532378888533,0,1,0,1,1,1,False,-1,
53150,2026-06-16 16:05:00,16,-1,MARKDOWN,5,A,114.48874599999999,114.57584789883636,114.27099125290908,0.08710189883636588,0.02369579767271777,0,1,0,1,1,1,True,53155,-1.0
53162,2026-06-16 17:05:00,17,1,MARKUP,6,A+,114.467322,114.38727453826566,114.66744065433585,0.0800474617343383,0.0294509234686953,0,1,1,1,1,1,False,-1,
53174,2026-06-16 18:05:00,18,1,MARKUP,5,A,114.5166,114.38291915300003,114.85080211749991,0.1336808469999653,0.03816169399994409,0,1,0,1,1,1,False,-1,
53186,2026-06-16 19:05:00,19,1,MARKUP,5,A,114.521948,114.38621778998356,114.86127352504107,0.13573021001643326,0.03156442003288659,0,1,0,1,1,1,False,-1,
53198,2026-06-16 20:05:00,20,1,MARKUP,5,A,114.52233,114.38916658608916,114.85523853477709,0.13316341391083597,0.02566682782168019,0,1,1,0,1,1,False,-1,
53341,2026-06-17 08:00:00,8,-1,MARKDOWN,5,A,114.594936,114.65957070096711,114.43334924758224,0.06463470096710466,0.013141401934202915,0,1,0,1,1,1,False,-1,
53353,2026-06-17 09:00:00,9,-1,MARKDOWN,3,C,114.57454200000001,114.6274625524621,114.44224061884476,0.0529205524620977,0.014925104924202912,0,0,1,0,0,1,False,-1,
53365,2026-06-17 10:00:00,10,-1,MARKDOWN,5,A,114.524498,114.59581223668448,114.34621240828878,0.07131423668448633,0.01962447336896063,0,1,0,1,1,1,False,-1,
53377,2026-06-17 11:00:00,11,-1,MARKDOWN,6,A+,114.509666,114.5728143961835,114.35179500954123,0.06314839618350732,0.02162879236701901,0,1,1,1,1,1,False,-1,
53401,2026-06-17 13:00:00,13,-1,MARKDOWN,6,A+,114.491352,114.56435862923291,114.30883542691774,0.07300662923290702,0.020717258465817227,0,1,1,1,1,1,False,-1,
53413,2026-06-17 14:00:00,14,-1,MARKDOWN,5,A,114.476004,114.55380390119315,114.28150424701714,0.07779990119314562,0.019607802386303864,0,1,0,1,1,1,False,-1,
53425,2026-06-17 15:00:00,15,-1,MARKDOWN,4,B,114.445722,114.50539191486097,114.2965472128476,0.059669914860961626,0.02078382972193058,1,0,0,1,0,1,True,53426,0.8425857295899346
53437,2026-06-17 16:00:00,16,-1,MARKDOWN,4,B,114.430216,114.48614302937888,114.2903984265528,0.0559270293788785,0.026286058757766618,0,1,0,0,1,1,True,53439,1.75
53449,2026-06-17 17:00:00,17,-1,MARKDOWN,5,A,114.398566,114.48723449288335,114.17689476779165,0.08866849288334322,0.03446898576669119,0,1,0,1,1,1,True,53456,1.75
53461,2026-06-17 18:00:00,18,-1,MARKDOWN,6,A+,114.398566,114.48560147191037,114.18097732022409,0.08703547191036876,0.03120294382074165,0,1,1,1,1,1,False,-1,
53473,2026-06-17 19:00:00,19,-1,MARKDOWN,5,A,114.36113,114.48604519599824,114.04884201000439,0.1249151959982413,0.032090391996478285,0,1,0,1,1,1,False,-1,
53485,2026-06-17 20:00:00,20,-1,MARKDOWN,5,A,114.35158,114.48312739820263,114.02271150449343,0.13154739820262762,0.02625479640525512,0,1,0,1,1,1,False,-1,
53629,2026-06-18 08:00:00,8,-1,MARKDOWN,5,A,113.963712,114.04144390690658,113.76938223273356,0.07773190690657827,0.014887813813140634,0,1,1,0,1,1,False,-1,
53641,2026-06-18 09:00:00,9,-1,MARKDOWN,6,A+,113.927566,114.00797073948526,113.72655415128685,0.08040473948526028,0.017941478970532714,0,1,1,1,1,1,True,53652,0.8238983058419316
53653,2026-06-18 10:00:00,10,-1,MARKDOWN,6,A+,113.882396,113.94132073855238,113.73508415361906,0.058924738552377676,0.024641477104745912,0,1,1,1,1,1,True,53662,0.7561065458166971
53667,2026-06-18 11:10:00,11,-1,MARKDOWN,6,A+,113.882396,113.94328299363235,113.73017851591912,0.060886993632351505,0.028565987264697033,0,1,1,1,1,1,False,-1,
53689,2026-06-18 13:00:00,13,-1,MARKDOWN,5,A,113.82586,113.94723652995822,113.52241867510448,0.12137652995821213,0.036473059916433244,1,0,1,0,1,1,True,53690,-1.0
53717,2026-06-18 15:20:00,15,1,MARKUP,6,A+,113.784678,113.64342951483135,114.1377992129216,0.14124848516864574,0.031140970337317074,0,1,1,1,1,1,False,-1,
53729,2026-06-18 16:20:00,16,1,MARKUP,4,B,113.791936,113.64280413079217,114.16476567301959,0.14913186920783517,0.032391738415667316,0,0,0,1,1,1,False,-1,
53741,2026-06-18 17:20:00,17,1,MARKUP,4,B,113.869804,113.76715656295087,114.12642259262282,0.1026474370491286,0.0356868740982405,0,0,1,0,1,1,True,53750,1.2405989478027877
53758,2026-06-18 18:45:00,18,1,MARKUP,6,A+,113.888962,113.79730503526294,114.11810441184268,0.0916569647370693,0.037389929474119864,0,1,1,1,1,1,False,-1,
53770,2026-06-18 19:45:00,19,1,MARKUP,5,A,113.93824,113.79337993494943,114.3003901626264,0.14486006505056537,0.0452401301011393,0,1,0,1,1,1,False,-1,
53782,2026-06-18 20:45:00,20,1,MARKUP,5,A,113.970328,113.7983462087271,114.40028247818225,0.17198179127289848,0.035307582545811664,0,1,0,1,1,1,True,53803,1.0451087797241847
53936,2026-06-19 09:35:00,9,1,MARKUP,5,A,113.99564600000001,113.88408440810632,114.27454997973423,0.11156159189368964,0.029831183787364178,0,1,0,1,1,1,False,-1,
53948,2026-06-19 10:35:00,10,1,MARKUP,4,B,114.012332,113.91041450968405,114.2671257257899,0.1019174903159552,0.031170980631901532,1,0,0,1,0,1,True,53950,0.7384236088375593
53961,2026-06-19 11:40:00,11,1,MARKUP,5,A,114.035198,113.94765648015722,114.25405179960693,0.08754151984277314,0.03068703968555638,0,1,1,1,0,1,True,53973,-1.0
