i,time,heure,sens,phase,score,grade,entry,sl,tp,risque,atr,f_fib,f_kijun,f_rsi,f_fvg,f_ob,f_rr,rempli,bar_fill,resultat_R
2695,2025-10-10 11:15:00,11,-1,MARKDOWN,3,B,152.713484,152.96815782231928,152.07679944420175,0.25467382231929037,0.09831564463854797,1,0,1,1,0,1,True,2696,1.75
2720,2025-10-10 13:20:00,13,-1,MARKDOWN,3,B,152.713484,152.948692768284,152.12546207929,0.2352087682839965,0.059385536567952577,0,1,1,1,1,1,True,2722,1.75
2735,2025-10-10 14:35:00,14,-1,MARKDOWN,3,B,152.689704,152.8422372309608,152.30837092259804,0.15253323096078475,0.05447446192157328,0,1,1,1,0,1,True,2753,0.6797635933079228
2747,2025-10-10 15:35:00,15,-1,MARKDOWN,2,C,152.778796,152.97009276841092,152.3005540789727,0.1912967684109219,0.060185536821824155,0,1,1,0,0,1,False,-1,
2759,2025-10-10 16:35:00,16,-1,MARKDOWN,0,C,152.72194000000002,152.88131405904537,152.32350485238663,0.15937405904534785,0.06662811809072591,0,0,0,0,0,1,False,-1,
2771,2025-10-10 17:35:00,17,-1,MARKDOWN,2,C,152.72132200000001,152.879138369283,152.32678107679254,0.15781636928298326,0.06427673856600324,0,1,1,0,0,1,False,-1,
2783,2025-10-10 18:35:00,18,-1,MARKDOWN,1,C,152.28059,152.82387817761276,150.9223695559681,0.5432881776127658,0.12775635522550977,0,1,0,0,0,1,False,-1,
2795,2025-10-10 19:35:00,19,-1,MARKDOWN,2,C,152.253398,152.7805521939006,150.9355125152485,0.5271541939005999,0.12910438780120065,0,1,1,0,0,1,False,-1,
2807,2025-10-10 20:35:00,20,-1,MARKDOWN,0,C,152.253398,152.7707608668521,150.95999083286978,0.5173628668520962,0.10952173370415867,0,0,0,0,0,1,False,-1,
2944,2025-10-13 08:00:00,8,-1,MARKDOWN,3,B,151.947466,152.05881773094313,151.66908667264215,0.11135173094314155,0.04163546188621888,0,1,1,0,1,1,True,2965,0.5
2956,2025-10-13 09:00:00,9,-1,MARKDOWN,1,C,151.919882,152.03760748162748,151.62556829593132,0.11772548162747398,0.04521496325497453,0,1,0,0,0,1,True,2957,0.9200491743853579
2971,2025-10-13 10:15:00,10,1,MARKUP,2,C,151.93133600000002,151.68217279835122,152.554244004122,0.24916320164879835,0.07965440329758519,0,1,0,0,1,1,False,-1,
2983,2025-10-13 11:15:00,11,1,MARKUP,1,C,151.97182800000002,151.68655416414427,152.68501258963937,0.2852738358557474,0.07089167171147345,0,1,0,0,0,1,False,-1,
3004,2025-10-13 13:00:00,13,1,MARKUP,0,C,152.00047800000002,151.69574069742515,152.7623212564372,0.3047373025748641,0.0525186051497266,0,0,0,0,0,1,True,3017,1.0677445522497877
3053,2025-10-13 17:05:00,17,1,MARKUP,2,C,152.24183000000002,152.186608158886,152.37988460278507,0.055221841114018844,0.060783682228020997,0,1,1,0,0,1,True,3075,0.5578956034799084
3065,2025-10-13 18:05:00,18,1,MARKUP,2,C,152.158922,151.9505074436648,152.67995839083795,0.20841455633518535,0.05698511267039552,0,1,0,0,1,1,False,-1,
3077,2025-10-13 19:05:00,19,1,MARKUP,0,C,152.16386599999998,151.9626646874574,152.66686928135647,0.20120131254259377,0.04867062508518694,0,0,0,0,0,1,False,-1,
